374	3.698
375	3.556
376	3.57 
377	3.558
378	3.545
379	3.533
380	3.554
381	3.512
382	3.409
383	3.477
384	3.443
385	3.498
386	3.377
387	3.349
388	3.279
389	3.248
390	3.322
391	3.357
392	3.328
393	3.217
394	3.279
395	3.119
396	3.075
397	2.825
398	2.905
399	2.84 
400	2.678
401	2.555
402	2.528
403	2.514
404	2.559
405	2.474
406	2.553
407	2.571
408	2.529
409	2.578
410	2.51 
411	2.646
412	2.667
413	2.744
414	2.775
415	2.774
416	2.865
417	2.932
418	3.108
419	3.166
420	3.131
421	3.207
422	3.303
423	3.381
424	3.281
425	3.664
426	3.864
427	3.664
428	4.082
429	4.275
430	4.34 
431	4.411
432	4.411
433	4.438
434	4.436
435	4.379
436	4.434
437	4.258
438	4.153
439	4.235
440	4.125
441	4.309
442	4.323
443	4.266
444	4.184
445	4.273
446	4.183
447	3.866
448	4.125
449	4.085
450	4.109
451	3.942
452	4.094
453	3.919
454	3.957
455	3.773
456	3.983
457	3.988
458	3.907
459	3.986
460	3.921
461	3.946
462	3.972
463	3.974
464	3.796
465	3.932
466	3.823
467	3.801
468	3.736
469	3.871
470	3.692
471	3.609
472	3.679
473	3.724
474	3.748
475	3.706
476	3.656
477	3.629
478	3.582
479	3.478
480	3.48 
481	3.532
482	3.367
483	3.334
484	3.148
485	3.172
486	3.117
487	3.077
488	3.033
489	2.962
490	2.898
491	2.828
492	2.994
493	3.085
494	3.191
495	3.19 
496	3.194
497	3.04 
498	3.175
499	3.106
500	3.197
501	3.145
502	3.113
503	3.169
504	3.266
505	3.224
506	3.365
507	3.29 
508	3.517
509	3.422
510	3.5  
511	3.421
512	3.582
513	3.608
514	3.464
515	3.463
516	3.373
517	3.322
518	3.431
519	3.315
520	3.311
521	3.267
522	3.236
523	3.287
524	3.195
525	3.285
526	3.328
527	3.324
528	3.277
529	3.35 
530	3.333
531	3.28 
532	3.372
533	3.472
534	3.63 
535	3.646
536	3.909
537	3.792
538	3.904
539	3.839
540	3.886
541	3.863
542	3.806
543	3.806
544	3.818
545	3.794
546	3.866
547	3.885
548	3.911
549	3.888
550	3.865
551	3.812
552	3.878
553	3.822
554	3.655
555	3.606
556	3.747
557	3.706
558	3.609
559	3.533
560	3.499
561	3.569
562	3.496
563	3.532
564	3.372
565	3.322
566	3.217
567	3.302
568	3.359
569	3.333
570	3.271
571	3.253
572	2.952
573	3.01 
574	3.09 
575	2.749
576	2.816
577	2.845
578	2.862
579	2.929
580	3.053
581	3.363
582	3.492
583	3.646
584	3.668
585	3.689
586	3.542
587	3.47 
588	3.55 
589	3.427
590	3.451
591	3.434
592	3.381
593	3.35 
594	3.262
595	3.243
596	3.246
597	3.157
598	3.351
599	3.382
600	3.428
602	3.326
604	3.129
606	3.159
608	3.158
610	2.854
612	2.885
614	2.891
616	3.016
618	3.172
620	3.447
622	3.667
624	3.992
626	4.262
628	4.367
630	4.441
632	4.408
634	4.291
636	4.358
638	4.164
640	4.365
642	4.107
644	4.042
646	4.082
648	4.108
650	4.073
652	4.15 
654	4.13 
656	3.926
658	3.945
660	3.995
662	4.159
664	3.941
666	3.859
668	4.009
670	3.777
672	3.88 
674	3.821
676	3.758
678	3.621
680	3.504
682	3.509
684	3.395
686	3.487
688	3.308
690	3.062
692	3.073
694	3    
696	2.859
698	2.93 
700	3.013
702	3.122
704	3.196
706	3.29 
708	3.387
710	3.335
712	3.421
714	3.646
716	3.973
718	4.106
720	4.023
722	4.015
724	3.803
726	3.676
728	3.523
730	3.517
732	3.376
734	3.514
736	3.553
738	3.573
740	3.471
742	3.534
744	3.836
746	4.027
748	3.947
750	3.957
752	3.839
754	3.911
756	3.946
758	3.62 
760	3.687
762	3.469
764	3.639
766	3.469
768	3.428
770	3.346
772	3.225
774	3.117
776	3.003
778	2.922
780	2.837
782	2.899
784	2.906
786	3.042
788	3.062
790	3.519
792	3.628
794	4.095
796	4.027
798	4.04 
800	4.036
802	4.089
804	3.908
806	3.891
808	3.848
810	3.668
812	3.744
814	3.484
816	3.438
818	3.263
820	3.317
822	3.26 
824	3.281
826	3.468
828	3.306
830	3.401
832	3.434
834	3.314
836	3.175
838	3.348
840	3.384
842	3.167
844	3.034
846	2.936
848	2.986
850	2.858
852	3.013
854	2.989
856	2.825
858	2.784
860	2.811
862	3.044
864	2.937
866	3.415
868	3.675
870	3.865
872	4.03 
874	4.042
876	4.055
878	3.95 
880	4.039
882	3.78 
884	3.83 
886	3.833
888	3.81 
890	3.753
892	3.681
894	3.77 
896	3.757
898	3.692
900	3.654
