0	2.588
1	2.588
2	2.539
3	2.646
4	2.655
5	2.624
6	2.693
7	2.727
8	2.78 
9	2.745
10	2.883
11	2.963
12	3.284
13	3.415
14	3.641
15	3.855
16	4.111
17	4.241
18	4.384
19	4.316
20	4.352
21	4.275
22	4.243
23	4.219
24	4.171
25	4.179
26	4.033
27	4.109
28	4.113
29	4.091
30	3.977
31	3.984
32	3.959
33	3.939
34	3.946
35	3.899
36	3.814
37	3.816
38	3.774
39	3.915
40	3.908
41	3.874
42	3.864
43	3.823
44	3.838
45	3.689
46	3.723
47	3.741
48	3.805
49	3.822
50	3.703
51	3.694
52	3.669
53	3.796
54	3.736
55	3.667
56	3.714
57	3.787
58	3.849
59	3.787
60	3.959
61	3.873
62	3.964
63	3.891
64	3.717
65	3.841
66	3.927
67	3.799
68	3.779
69	3.828
70	3.679
71	3.585
72	3.575
73	3.589
74	3.388
75	3.313
76	3.424
77	3.437
78	3.415
79	3.411
80	3.261
81	3.184
82	3.162
83	3.188
84	3.183
85	3.313
86	3.419
87	3.54 
88	3.467
89	3.437
90	3.421
91	3.393
92	3.342
93	3.264
94	3.203
95	3.126
96	3.112
97	3.192
98	3.26 
99	3.141
100	3.167
101	3.275
102	3.216
103	3.236
104	3.281
105	3.209
106	3.363
107	3.404
108	3.472
109	3.482
110	3.398
111	3.385
112	3.387
113	3.295
114	3.173
115	3.069
116	2.938
117	2.899
118	2.803
119	2.658
120	2.633
121	2.616
122	2.542
123	2.461
124	2.632
125	2.501
126	2.517
127	2.731
128	3.074
129	3.263
130	3.033
131	3.168
132	3.564
133	3.768
134	4.062
135	4.219
136	4.178
137	4.156
138	4.252
139	4.227
140	4.338
141	4.173
142	4.109
143	4.144
144	4.184
145	4.105
146	4.131
147	4.176
148	4.066
149	4.11 
150	4.107
151	4.023
152	3.997
153	3.983
154	4.015
155	3.875
156	4.139
157	4.101
158	4.055
159	4.021
160	4.046
161	4.012
162	4.018
163	4.058
164	4.042
165	4.039
166	3.838
167	3.766
168	3.842
169	3.855
170	3.863
171	3.893
172	3.817
173	3.737
174	3.639
175	3.684
176	3.753
177	3.824
178	3.797
179	3.842
180	3.751
181	3.816
182	3.843
183	3.727
184	3.759
185	3.945
186	3.834
187	3.762
188	3.824
189	3.749
190	3.642
191	3.491
192	3.125
193	3.281
194	3.202
195	3.265
196	3.183
197	3.101
198	3.183
199	2.932
200	2.89 
201	2.889
202	2.986
203	2.968
204	3.143
205	3.185
206	3.128
207	3.145
208	3.074
209	2.999
210	2.935
211	2.96 
212	2.972
213	3.013
214	2.919
215	2.903
216	2.89 
217	2.844
218	3.076
219	3.298
220	3.343
221	3.594
222	3.737
223	3.801
224	3.747
225	3.645
226	3.651
227	3.551
228	3.547
229	3.383
230	3.66 
231	3.577
232	3.532
233	3.331
234	3.201
235	3.075
236	3.017
237	2.828
238	2.872
239	2.8  
240	2.803
241	2.901
242	3.038
243	3.138
244	3.414
245	3.526
246	3.739
247	3.666
248	3.741
249	3.719
250	3.859
251	3.937
252	3.986
253	3.88 
254	3.933
255	3.726
256	3.788
257	3.914
258	3.869
259	3.878
260	3.824
261	3.876
262	3.812
263	3.818
264	3.779
265	3.801
266	3.862
267	3.863
268	3.689
269	3.882
270	3.872
271	3.862
272	3.798
273	3.796
274	3.742
275	3.739
276	3.663
277	3.802
278	3.667
279	3.593
280	3.503
281	3.571
282	3.342
283	3.235
284	3.219
285	3.201
286	3.183
287	3.249
288	3.38 
289	3.423
290	3.458
291	3.472
292	3.626
293	3.578
294	3.692
295	3.671
296	3.59 
297	3.657
298	3.534
299	3.588
300	3.378
301	3.42 
302	3.423
303	3.358
304	3.428
305	3.433
306	3.41 
307	3.358
308	3.209
309	3.223
310	3.159
311	3.056
312	3.147
313	3.053
314	3.13 
315	2.977
316	3.053
317	3.249
318	3.118
319	2.937
320	3.024
321	2.888
322	2.887
323	2.83 
324	2.574
325	2.669
326	2.592
327	2.58 
328	2.594
329	2.552
330	2.657
331	2.647
332	2.752
333	2.742
334	2.87 
335	3.107
336	3.44 
337	3.591
338	3.535
339	3.779
340	3.957
341	4.2  
342	4.187
343	4.162
344	4.116
345	4.152
346	4.039
347	3.885
348	3.845
349	3.976
350	4.029
351	4.003
352	3.833
353	3.831
354	3.757
355	3.946
356	3.816
357	3.91 
358	3.935
359	3.85 
360	3.895
361	3.855
362	3.856
363	3.888
364	3.716
365	3.819
366	3.683
367	3.731
368	3.759
369	3.739
370	3.72 
371	3.631
372	3.783
373	3.647
